"Author","Year","Accession","Replicate","Quantitation","Species","File","Time"
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_04_08142016.raw",74.9988
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_05_08142016.raw",74.9984
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_06_08142016.raw",74.9968
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_07_08142016.raw",74.9977
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_08_08142016.raw",75.0009
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_09_08142016.raw",74.9968
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_10_08152016.raw",75.0009
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_11_08152016.raw",74.9995
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_12_08152016.raw",74.9983
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_13_08152016.raw",75.0009
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_14_08152016.raw",74.9924
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_15_08152016.raw",74.9947
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_16_08152016.raw",75.0029
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_17_08152016.raw",74.9976
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_18_08152016.raw",75.0012
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_19_08152016.raw",74.995
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_20_08152016.raw",74.9966
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_21_08152016.raw",74.9986
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_22_08152016.raw",75.0007
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_23_08152016.raw",74.9967
"McWhite",2020,"PXD013280","wheat_germ1","Spectral counts","Triticum aestivum","wgIEF_1a_24_08152016.raw",74.9961
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_10a_09162016.raw",74.9974
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_11a_09162016.raw",74.998
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_12a_09162016.raw",74.9975
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_13a_09172016.raw",74.999
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_14a_09172016.raw",74.995
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_15a_09172016.raw",74.9932
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_16a_09172016.raw",74.9976
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_17a_09172016.raw",74.9942
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_18a_09172016.raw",74.9981
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_19a_09172016.raw",74.9965
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_1a_09162016.raw",74.9994
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_20a_09172016.raw",75.0019
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_21a_09172016.raw",74.996
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_22a_09172016.raw",74.9938
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_23a_09172016.raw",74.9992
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_24a_09172016.raw",74.9989
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_2a_09162016.raw",75.0012
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_3a_09162016.raw",74.9934
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_4a_09162016.raw",74.9951
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_5a_09162016.raw",75.003
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_6a_09162016.raw",74.9951
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_7a_09162016.raw",74.9944
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_8a_09162016.raw",74.9983
"McWhite",2020,"PXD013281","braol_nuc3","Spectral counts","Brassica oleracea var. italica","BroccNuc_IEF_9a_09162016.raw",74.9939
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_06a_03182017.raw",74.9918
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_07a_03182017.raw",74.9952
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_08a_03192017.raw",74.9918
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_09a_03192017.raw",74.9969
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_10a_03192017.raw",74.9946
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_11a_03202017.raw",74.9907
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_12a_03202017.raw",74.9925
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_13a_03162017.raw",75.0017
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_14a_03172017.raw",75.0009
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_15a_03172017.raw",74.9946
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_16a_03172017.raw",74.9937
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_17a_03182017.raw",74.9943
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_18a_03182017.raw",74.9969
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_19a_03182017.raw",74.9929
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_20a_03192017.raw",74.9934
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_21a_03192017.raw",74.997
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_22a_03192017.raw",74.9932
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_23a_03202017.raw",75.004
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_24a_03202017.raw",74.9954
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_25a_03172017.raw",74.9919
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_26a_03172017.raw",75.0003
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_27a_03172017.raw",74.9994
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_28a_03172017.raw",74.9939
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_29a_03182017.raw",74.9938
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_30a_03182017.raw",74.9975
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_31a_03192017.raw",75.0005
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_32a_03192017.raw",74.9951
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_33a_03192017.raw",74.9953
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_34a_03192017.raw",74.9974
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_35a_03202017.raw",74.994
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_36a_03202017.raw",74.9948
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_37a_03172017.raw",75.0006
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_38a_03172017.raw",74.9915
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_39a_03172017.raw",74.9934
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_40a_03182017.raw",74.9971
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_41a_03182017.raw",75.0014
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_42a_03182017.raw",74.9909
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_43a_03192017.raw",75.0006
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_44a_03192017.raw",75.0018
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_45a_03192017.raw",75.0003
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_46a_03192017.raw",74.9926
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_47a_03202017.raw",74.9924
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_48a_03202017.raw",74.9983
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_49a_03172017.raw",74.9991
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_50a_03172017.raw",74.9967
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_51a_03172017.raw",74.9913
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_52a_03182017.raw",74.9928
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_53a_03182017.raw",74.9929
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_54a_03182017.raw",74.9952
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_55a_03192017.raw",74.9924
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_56a_03192017.raw",74.9936
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_57a_03192017.raw",74.9948
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_58a_03202017.raw",74.9963
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_59a_03202017.raw",75.0014
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_60a_03202017.raw",74.995
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_61a_03172017.raw",74.9961
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_62a_03172017.raw",74.9949
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_63a_03172017.raw",74.9928
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_64a_03182017.raw",74.9959
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_65a_03182017.raw",74.9985
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_66a_03182017.raw",75.0023
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_67a_03192017.raw",74.9967
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_68a_03192017.raw",74.9969
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_69a_03192017.raw",74.993
"McWhite",2020,"PXD013282","braol_whole1","Spectral counts","Brassica oleracea var. italica","BrocLeaf_IEX2_70a_03202017.raw",75.0022
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_05_1a_10242015.raw",119.9868
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_06_1a_10242015.raw",120.0008
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_07_1a_10242015.raw",119.9942
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_08_1a_10242015.raw",119.9826
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_09_1a_10242015.raw",119.9897
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_10_1a_10242015.raw",119.983
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_11_1a_10242015.raw",119.9861
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_12_1a_10242015.raw",119.9885
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_13_1a_10242015.raw",119.9911
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_14_1a_10242015.raw",119.9886
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_15_1a_10242015.raw",119.9893
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_16_1a_10242015.raw",119.9955
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_17_1a_10242015.raw",119.9934
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_18_1a_10242015.raw",119.9831
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_19_1a_10242015.raw",119.983
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_20_1a_10242015.raw",119.9912
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_21_1a_10242015.raw",119.9845
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_22_1a_10242015.raw",119.9943
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_23_1a_10242015.raw",119.9954
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_24_1a_10242015.raw",119.9888
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_25_1a_10242015.raw",119.9928
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_26_1a_10242015.raw",119.9866
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_27_1a_10242015.raw",119.9939
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_28_1a_10242015.raw",119.9904
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_29_1a_10242015.raw",119.9954
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_30_1a_10242015.raw",119.9931
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_31_1a_10242015.raw",119.9839
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_32_1a_10242015.raw",119.9893
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_33_1a_10242015.raw",119.9868
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_33_1b_11012015.raw",119.9857
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_34_1a_10242015.raw",119.982
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_35_1a_10242015.raw",119.9821
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_36_1a_10242015.raw",119.9959
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_37_1a_10242015.raw",119.9843
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_38_1a_10242015.raw",119.995
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_39_1a_10242015.raw",119.9897
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_40_1a_10242015.raw",119.9967
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_41_1a_10242015.raw",119.987
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_42_1a_10242015.raw",119.995
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_43_1a_10242015.raw",119.9918
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_44_1a_10242015.raw",119.99
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_45_1a_10242015.raw",119.9896
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_46_1a_10242015.raw",119.9914
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_47_1a_10242015.raw",119.9875
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_48_1a_10242015.raw",119.9926
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_49_1a_10242015.raw",119.9845
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_50_1a_10242015.raw",119.9933
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_51_1a_10242015.raw",119.992
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_52_1a_10242015.raw",119.9841
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_53_1a_10242015.raw",119.9881
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_54_1a_10242015.raw",119.9894
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_55_1a_10242015.raw",119.9962
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_56_1a_10242015.raw",119.9974
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_57_1a_10242015.raw",119.9825
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_58_1a_10242015.raw",119.9927
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_59_1a_10242015.raw",119.9844
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_60_1a_10242015.raw",119.9949
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_61_1a_10242015.raw",119.9837
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_62_1a_10242015.raw",119.9867
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_63_1a_10242015.raw",119.9877
"McWhite",2020,"PXD013300","wheat_germ3","Spectral counts","Triticum aestivum","wgIEX_64_1a_10242015.raw",119.9884
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_04_1c_09292015.raw",239.9911
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_05_1b_09262015.raw",239.9946
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_06_1c_09292015.raw",239.9969
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_07_1c_08282015.raw",240.0077
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_08_1c_09292015.raw",239.9938
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_09_1b_09192015.raw",239.9968
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_10_1c_09082015.raw",239.9959
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_11_1c_09142015.raw",239.993
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_12_1c_09292015.raw",239.9964
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_13_1c_09142015.raw",239.9966
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_14_1c_09152015.raw",240.0007
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_15_1b_09172015.raw",240.0103
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_16_1c_09292015.raw",239.9936
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_18_1c_09222015.raw",239.9851
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_19_1b_09192015.raw",239.9922
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_20_1c_09292015.raw",239.9852
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_21_1c_09142015.raw",240.0032
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_22_1c_09152015.raw",239.9933
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_23_1b_09172015.raw",239.9858
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_24_1c_09292015.raw",239.9928
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_25_1c_09142015.raw",239.9894
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_27_1b_09192015.raw",239.996
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_28_1c_09292015.raw",240.0008
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_29_1c_09222015.raw",239.9882
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_30_1c_09142015.raw",240.0009
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_31_1c_08282015.raw",240.0459
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_32_1c_08282015.raw",240.0392
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_33_1b_08282015.raw",239.9962
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_34_1b_09192015.raw",239.9907
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_35_1c_09152015.raw",239.9933
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_36_1c_09222015.raw",240.0121
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_37_1a_09192015.raw",240.0001
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_38_1a_09172015.raw",240.0074
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_39_1a_09152015.raw",239.9978
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_40_1c_09292015.raw",239.9947
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_41_1a_09172015.raw",239.9964
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_42_1a_09222015.raw",239.9971
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_43_1a_09192015.raw",240.0043
"McWhite",2020,"PXD013300","wheat_germ2","Spectral counts","Triticum aestivum","wgSEC1_44_1a_09222015.raw",240.0003
